Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR8_36,22/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5D,51.45960000,-0.34000000,NW,nan,nan,WWTP,"Mobile inlet, car",Mogden Water Treatment Works,Isleworth,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-48.95,0.0839,1,467.7,7.61,2,-302.3,7.18747663,1,740.08,22.32,ODR
ESR9_173,29/08/2019,nan,RHUL/UU,Waste,Waste,5D,44.43381660,26.07985820,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Niculae D. Staicovici,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,3,-55.78,0.2974,0.923760054,227.569271,0.000787929,3,-301.8,2.363,0.997523412,5171.889287,0.00198,BSCE Bisector
ESR8_56,05/07/2018,nan,UU/RHUL/LSCE,Agriculture,Agriculture,3B,50.67077000,-3.54726900,nan,nan,nan,Cow farm,"Mobile inlet, car","Taverners farm, Brenton Rd","Kennford, Exeter",South West England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-63.35,2.0015,0.999996464,229.59,68.53,3,-300.7,12.67299732,0.993714553,348.58,29.69,ODR
ESR8_271,10/10/2019,nan,UU,Unknown,Unknown,nan,46.59663263,26.26947087,W,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C11,Bacău,Moldavia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-57.42,7.0192,0.956965613,60.51515,5.2088,3,-300.7,68.77644484,0.997868496,63.921868,4.8165,ODR
ESR8_187,01/07/2019,nan,UU,Fossil fuel,Unknown,1B2,52.08432300,5.08391600,nan,nan,nan,City streets,"Mobile inlet, car",Joseph Haydnlaan,Utrecht,Utrecht,The Netherlands,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,2,-47.40,0.1039,1,4640.79,24.88,2,-300.3,4.198317894,1,4872.3,40.43,ODR
ESR8_33,22/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5D,51.39620000,-0.54270000,W,nan,nan,Sewage treatment plant,"Mobile inlet, car",Chertsey STP,Chertsey,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-49.87,0.3927,0.905083151,737.93,5.58,3,-299.1,1.871143124,0.972492515,805.24,7.59,ODR
ESR8_1,04/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,nan,nan,nan,nan,nan,nan,3,-297.8,1.00722231,0.99999927,6452.110821,12.71170755,ODR
ESR8_133,19/03/2019,nan,UU/AGH,Waste,Waste,5A,49.98204720,20.01368056,W,nan,nan,Active landfill,"Mobile inlet, car",Barycz landfill,Soboniowice,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,5,-53.94,0.1390,0.920799549,756.72,3.78,5,-294.5,6.315347287,0.98036595,684.69,23.51,ODR
ESR9_179,29/08/2019,nan,RHUL/UU,Waste,Waste,5D,44.45784000,26.12913000,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Ion Berindei 1,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,2,-43.70,0.0023,1,1349.112807,0.001223122,2,-292.6,0.01189,1,736.815091,0.00338,BSCE Bisector
ESR8_164,23/05/2019,nan,RHUL,Waste,Waste,5A,52.38085443,-0.62798380,nan,nan,nan,Active landfill,"Mobile inlet, car",Cranford landfill,Kettering,East Midlands England,United Kingdom,Europe,Secondment ESR7 @UU,SKC Flexfoil bags,nan,IRMS,UU,4,nan,nan,nan,nan,nan,4,-290.8,28.83829002,0.912397755,139.37,21.59,ODR
ESR9_177,29/08/2019,nan,RHUL/UU,Waste,Waste,5D,44.44398000,26.14193000,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Sublocotenent Dima Cristescu,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,2,-37.48,0.0019,1,317.587506,0.000531714,2,-289.3,0.001195,1,299.885091,0.0013,BSCE Bisector
ESR8_288,14/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.95990000,25.43450000,nan,nan,nan,Oil well,"Mobile aircore, drone","ROM 2917, C6_06",Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-56.30,0.1122,0.995623785,4202.005512,13,3,-289.0,2.890730037,0.998600344,4214.397461,29.09,ODR
ESR9_200,18/10/2019,nan,RHUL/UU,Waste,Waste,5A,44.38208800,26.20814800,nan,nan,nan,Landfill,"Mobile inlet, car","Glina landfill, W",Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,3,-58.48,0.1095,0.995130916,3176.607136,0.01622,2,-288.1,1.432,0.997258981,3303.233569,0.00054,BSCE Bisector
ESR8_84,08/11/2018,nan,UU,Waste,Unknown,5D,53.58366950,9.98399060,S,nan,nan,City streets,"Mobile inlet, car",Eppendorfer Baum,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,3,-47.98,0.2122,-0.269604075,210.68,9.04,3,-286.7,14.69160598,0.976955145,238.77,4.43,ODR
ESR8_170,03/06/2019,nan,RHUL/UU,Waste,Waste,5D,52.08686514,5.21285444,nan,nan,nan,WWTP,"Mobile inlet, car",Zeist WWTP,Zeist,Utrecht,The Netherlands,Europe,Secondment ESR7 @UU,SKC Flexfoil bags,nan,IRMS,UU,2,nan,nan,nan,nan,nan,2,-285.0,25.7482134,1,151.21,13.62,ODR
ESR8_116,06/02/2019,nan,UU/AGH,Unknown,Unknown,nan,50.06304090,19.72062108,W,nan,nan,City streets,"Mobile inlet, car",nan,Minikow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-50.26,1.4782,-0.476992774,237.18,48.15,3,-284.6,61.13280533,0.919582739,132.15,24.58,ODR
ESR8_91,10/11/2018,nan,UU,Waste,Unknown,5D,53.57297400,9.89872300,S,nan,nan,City streets,"Mobile inlet, car",Luruper Chaussee,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,5,-61.85,0.2878,0.968012812,598.858035,18.52297262,5,-284.5,9.298982307,0.948766418,646.92,28.99,ODR
ESR9_176,29/08/2019,nan,RHUL/UU,Waste,Waste,5D,44.43856000,26.13996000,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Locotenent Baican Ionescu,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,2,-37.97,0.0173,1,70.98057889,0.000569299,2,-284.0,0.07026,1,144.995091,0.00613,BSCE Bisector
ESR8_156,15/05/2019,nan,RHUL,Waste,Waste,5A,51.09948578,-0.32449718,nan,nan,nan,Active landfill,"Mobile inlet, car",Brookhurst Wood Landfill Site ,Horsham,South East England,United Kingdom,Europe,Secondment ESR7 @UU,SKC Flexfoil bags,nan,IRMS,UU,6,nan,nan,nan,nan,nan,6,-283.1,3.006764425,0.990232886,714.5,10.33,ODR
ESR9_198,18/10/2019,nan,RHUL/UU,Waste,Waste,5A,44.31989250,26.12092750,nan,nan,nan,Landfill,"Mobile inlet, car",Vidra landfill,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,3,-57.84,0.0706,0.997581764,2249.618214,0.00503,2,-280.3,0.1037,0.999981502,2374.5787,0.00853,BSCE Bisector
ESR8_335,15/10/2019,12:01,UU/INCAS,Waste,Unknown,5D,44.9392,26.00781,nan,nan,nan,Urban streets,"Mobile inlet, car",Str. Curcubeului,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-57.80442233,2.305889987,1,257.76,67.85,2,-280.1425845,15.72237585,1,303.81,5.36,ODR
ESR8_53,05/07/2018,nan,UU/RHUL/LSCE,Waste,Waste,5B,50.57320000,-3.60930000,nan,nan,nan,Landfill gas,"Inside the power plant, on foot","Heathfield landfill, gas compound",Fosterville,South West England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,5,-60.98,0.1071,0.999186041,22986.1,1020.41,5,-280.1,0.651228806,0.997726527,199998000.9,50000014,ODR
ESR8_193,12/08/2019,nan,LU,Wetlands,Wetlands,nan,68.35138900,18.87833300,nan,nan,nan,Arctic swamp,Soil chambers,Kursflaket,Abisko,Lapland,Sweden,Europe,ESR4,Supelco Flexfoil bags,nan,IRMS,UU,5,-72.96,0.1711,0.998476817,1235,8,5,-279.2,3.493333785,0.992900063,1234,4,ODR
ESR8_165,23/05/2019,nan,RHUL,Waste,Waste,5B,52.38883600,-0.63836233,nan,nan,nan,Biogas plant,"Mobile inlet, car",Cranford St Andrew biogas,Kettering,East Midlands England,United Kingdom,Europe,Secondment ESR7 @UU,SKC Flexfoil bags,nan,IRMS,UU,4,nan,nan,nan,nan,nan,4,-278.6,11.49811173,0.986279818,171.77,7.33,ODR
ESR8_337,15/10/2019,15:05,UU/INCAS,Waste,Unknown,5D,44.95126,26.021013,nan,nan,nan,Urban streets,"Mobile inlet, car",Str. Nucilor ,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-60.87106171,0.545536377,0.847791881,270.16,3.62,3,-277.8566198,2.373519194,0.998416654,283.06,3.33,ODR
ESR8_332,15/10/2019,11:43,UU/INCAS,Waste,Unknown,5D,44.927651,25.998154,nan,nan,nan,Urban streets,"Mobile inlet, car",Str. Domnișori,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-51.36759396,2.132585014,1,107.23,4.7,2,-277.4130603,5.523015044,1,110.61,2.27,ODR
ESR8_66,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,9,-80.54,0.2438,0.994234781,786.58,20.47,9,-276.6,4.428441174,0.985049604,822.18,27.8,ODR
ESR8_37,26/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5D,51.88160000,-1.16970000,nan,nan,nan,WWTP,"Mobile inlet, car","Thames Water, Wendlebury rd",Bicester,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-52.10,0.0914,0.996866956,1578.41,27.23,4,-275.6,2.172261192,0.998644684,2012,53.89,ODR
ESR8_307,17/10/2019,nan,UU,Unknown,Unknown,nan,45.61518916,24.25449883,E,nan,nan,Wide area,"Mobile aircore, aircraft",Vâlcea N,Sibiu,Transylvania,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,2,-58.62,2.3851,1,130.26,3.82,2,-275.5,60.63984813,1,111.78,25.89,ODR
ESR8_308,17/10/2019,nan,UU,Fossil fuel,Unknown,1B2,45.88065615,24.26986068,N,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C15,Transylvania,Transylvania,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-63.17,1.0122,0.999900027,111.48,2.2,3,-273.4,56.32420591,0.948541932,118.16,28.71,ODR
ESR8_75,08/11/2018,nan,UU,Waste,Unknown,5D,53.54285400,9.98594100,S,nan,nan,City streets,"Mobile inlet, on foot",Am Sadtorkai,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,6,-54.04,0.5725,-0.390714122,127.23,11.26,6,-273.2,20.1021311,-0.292209101,202.46,40.62,ODR
ESR8_44,28/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5A,51.29740000,0.19520000,nan,nan,nan,Active landfill,"Mobile inlet, car","Greatness Landfill Site, Vestry rd",Seveoaks,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,5,-56.54,0.0731,0.955713613,1152.52,12.69,5,-272.5,3.57054235,0.98860883,1532.24,27.64,ODR
ESR9_180,29/08/2019,nan,RHUL/UU,Waste,Waste,5D,44.46184000,26.09719000,nan,nan,nan,Urban streets,"Mobile inlet, car",Str George Călinescu,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,2,-36.47,0.0000,1,1181.670656,0.000727373,2,-272.3,0.006094,1,611.055091,0.00162,BSCE Bisector
ESR8_81,08/11/2018,nan,UU,Waste,Unknown,5D,53.56719100,9.99981900,S,nan,nan,City streets,"Mobile inlet, car",Alte Rabenstrasse,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-49.21,0.3735,0.324625414,202.79,10.95,4,-272.2,33.14599438,0.904038004,218.45,7.96,ODR
ESR8_154,22/03/2019,nan,UU/AGH,Unknown,Unknown,nan,50.04386100,19.68044000,nan,nan,nan,Rural area,"Mobile inlet, car",Rekreacyjna,Czulowek,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-47.92,0.2738,-0.101399147,175.65,3.96,3,-271.6,86.12015374,0.97317618,158.816587,74.68520106,ODR
ESR8_285,14/10/2019,nan,UU,Unknown,Unknown,nan,44.77712775,26.54007207,SE,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C8,Urziceni,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-55.78,4.7437,0.71189665,105.86,8.18,3,-270.8,46.84792707,0.896567465,108.04,6.24,ODR
ESR8_177,07/06/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.20477000,18.76833200,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Budryk II,Chudów,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,2,-45.10,0.3573,1,581.9,6.38,2,-270.6,6.355827478,1,482.4,20.51,ODR
ESR8_74,04/11/2018,nan,UU,Waste,Unknown,5D,53.68281000,10.04624100,E,nan,nan,City streets,"Mobile inlet, car",Hummelsbütteler Steindamm,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-46.85,0.1918,0.895941783,587.21,4,4,-270.2,10.93141356,0.985885287,625.62,11.79,ODR
ESR8_340,15/10/2019,15:20,UU/INCAS,Fossil fuel,Fossil fuel,1B2,44.95126,26.021013,nan,nan,nan,Urban streets,"Inside gas supply box, on foot",Str. Nucilor 50-52,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-53.17953007,0.573650532,1,299.62,4.11,2,-269.8413676,3.232844423,1,301.63,2.19,ODR
ESR8_63,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,9,-80.15,0.2585,0.998932346,833.01,13.23,9,-269.6,1.519980006,0.986098193,901.74,8.23,ODR
ESR8_65,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,9,-78.51,0.2577,0.996615327,839.03,25.66,9,-269.2,1.568921504,0.987352737,934.77,11.56,ODR
ESR8_64,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,8,-76.97,0.4052,0.996590281,728.24,21.69,8,-269.2,2.027049597,0.981591572,815.7,8.23,ODR
ESR8_39,26/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5B,52.06620000,-0.81850000,nan,nan,nan,Active biogas plant,"Mobile inlet, car",Milton Keynes Waste Recovery Park,Milton Keynes,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-57.05,1.4938,0.987708497,194.78,36.88,4,-267.7,48.51624852,0.921798336,208.52,47.53,ODR
ESR8_43,28/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5A,51.29580000,0.19150000,nan,nan,nan,Active landfill,"Mobile inlet, car","Greatness Landfill Site, Crampton's rd",Seveoaks,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-54.66,0.2609,1,599.43,6.12,2,-266.9,5.970761339,1,767.8,18.64,ODR
ESR8_220,02/10/2019,nan,UU,Unknown,Unknown,nan,44.96771391,26.34453593,SE,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C7,Ploiești,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,9,-54.85,1.6314,0.546169589,81.068657,7.3284,9,-264.7,26.42509641,0.453633784,105.056739,18.8343,ODR
ESR8_100,05/12/2018,15:31:00,UU,Waste,Unknown,5D,50.91070810,6.05185190,nan,nan,nan,City streets,"Mobile inlet, car",Pastoor Kaulhausenstraat,Landgraaf,Limburg,The Netherlands,Europe,ESR10,Supelco Flexfoil bags,nan,IRMS,UU,2,-52.76,0.6847,1,133.32,13.42,2,-263.4,58.95085164,1,147.39,6.52,ODR
ESR8_2,04/12/2017,nan,UU,Waste,Waste,5A,52.43545600,4.74279100,W,nan,nan,Active landfill,"Mobile inlet, car","Afvalzorg, locatie Nauerna",Nauerna,North Holland,The Netherlands,Europe,ESR8/10,Tedlar bags,nan,IRMS,UU,nan,nan,nan,nan,nan,nan,3,-262.4,1.232064456,0.954015471,2679.556551,8.602562447,ODR
ESR9_191,16/10/2019,nan,RHUL/UU,Waste,Waste,5D,44.40566400,26.07437900,nan,nan,nan,Urban streets,"Mobile inlet, car","Soseaua Salaj, manhole",Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-45.87,0.2384,1,27305.67,0.00162,3,-260.7,11.62,1,28047.53,0.00995,BSCE Bisector
ESR8_16,24/05/2018,nan,UU/AGH,Waste,Waste,5A,49.98413700,20.00446800,ENE,nan,nan,"Landfill, outside","Mobile inlet, car",Barycz landfill,Wieliczka,Krakow,Poland,Europe,ESR8,Supelco Flexfoil bags,nan,IRMS,UU,4,-56.03,0.5661,0.91207975,239.017344,3.437436881,4,-260.1,34.07575013,0.703417981,242.686041,9.218573024,ODR
ESR8_79,08/11/2018,nan,UU,Unknown,Unknown,nan,53.56055560,9.99483722,S,nan,nan,City streets,"Mobile inlet, car",Warburgstrasse,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-47.38,0.2345,0.744659655,245.49,7.1,4,-259.2,9.254369917,0.982772131,279.25,4.67,ODR
ESR8_278,13/10/2019,11:37,UU,Agriculture,Agriculture,3B,44.36285500,25.32146800,nan,nan,nan,Cows,"Mobile inlet, car","In a group of ruminants, C5a_03",Siliștea,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-61.59,0.4430,1,885.66,19.57,2,-258.6,4.705374246,1,900.63,10.28,ODR
ESR8_68,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,9,-74.31,0.1792,0.980326389,587.73,14.34,9,-255.7,4.046733066,0.958595535,635.5,2.93,ODR
ESR8_300,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.55850000,23.55109000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM486, C2_04",Filiași,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-57.40,0.6988,0.929845011,203.927425,9.45,3,-255.4,10.41550465,0.983035473,206.230958,5.36,ODR
ESR8_67,12/10/2018,nan,LU,Wetlands,Wetlands,nan,58.36468100,12.17130800,nan,nan,nan,Swamp,Soil chambers,Mycklemosse,Vänersborg,Västergötland,Sweden,Europe,ESR4,Supelco Flexfoil bags,no background sample,IRMS,UU,8,-67.87,0.2774,0.901118587,271.95,3.32,8,-254.9,5.270570071,0.88874983,389.97,26.62,ODR
ESR8_275,12/10/2019,nan,UU,Unknown,Unknown,nan,44.86778104,25.24183005,SW,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C6,Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,4,-43.55,2.8753,0.461094862,65.954704,7.5146,4,-254.8,41.1213329,0.79662383,65.395126,10.5768,ODR
ESR8_54,05/07/2018,nan,UU/RHUL/LSCE,Waste,Waste,5A,50.57440000,-3.61090000,nan,nan,nan,Active landfill,"Mobile inlet, car",Heathfield landfill,Fosterville,South West England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,6,-55.48,0.1858,0.934228436,1079.42,52.46,6,-254.3,1.45060886,0.990673943,1382.54,18.6,ODR
ESR8_24,28/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.97541900,18.73530000,nan,nan,nan,Active coal mine,"Inside the shaft, on foot",Pniówek V,Pawłowice,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,2,-51.51,0.0501,1,1998000.49,102.53,2,-254.0,1.221244478,1,1997963.63,102.63,ODR
ESR8_258,09/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.95210000,25.84680000,nan,nan,nan,Oil deposit,"Mobile aircore, drone","ROM 5786, C7_01",Ploiești,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-42.52,3.0453,0.758719922,105.09,13,3,-252.3,57.07422249,0.946141891,113.3,6.16,ODR
ESR8_260,09/10/2019,11:31,UU,Fossil fuel,Fossil fuel,1B2,44.95307500,25.57073300,W,nan,nan,Oil well/other facility,"Mobile inlet, car","ROM854/855/5163, C6_03",Gura Ocniței,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-50.76,0.2139,0.775292016,8571.754731,23.32,3,-252.1,1.492182273,0.997608265,7679.627614,123.53,BSCE Bisector
ESR8_45,28/06/2018,nan,UU/RHUL/LSCE,Waste,Waste,5A,51.31950000,0.44380000,nan,nan,nan,Active landfill,"Mobile inlet, car","Viridor, Leybourne lakes",Snodland,South East England,United Kingdom,Europe,Secondment ESR5 ESR8 @RHUL,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-52.14,1.0512,0.908610877,199.01,10.83,3,-251.9,13.74005334,0.981249573,283.11,22.6,ODR
ESR8_139,20/03/2019,nan,UU/AGH,Unknown,Unknown,nan,50.05319300,19.91636500,WNW,nan,nan,City streets,"Mobile inlet, car",Senatorska,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-58.19,1.5646,0.794386163,97.52,17.46,3,-249.7,37.41264286,0.862338333,89.048023,16.20583473,ODR
ESR8_82,08/11/2018,nan,UU,Unknown,Unknown,nan,53.57752100,9.98886900,S,nan,nan,City streets,"Mobile inlet, on foot",Rothenbaumchaussee,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,3,-60.21,1.1470,0.954112283,161.25,12.44,3,-245.1,35.7789683,0.998080879,177.83,3.01,ODR
ESR8_269,10/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.95900000,25.78020000,nan,nan,nan,Oil well,"Mobile aircore, drone","ROM 325, C6_01",Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,4,-47.29,0.9994,0.083451789,303.797241,22.96,4,-244.9,8.017651134,0.843619098,269.787128,17.03,ODR
ESR8_344,15/10/2019,13:46,UU/INCAS,Unknown,Unknown,nan,44.943855,26.024662,nan,nan,nan,Urban streets,"Mobile inlet, car",Str. George Coșbuc ,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-51.13803299,1.258800103,1,135.79,9.75,2,-242.6711003,19.50861036,1,140.32,2.46,ODR
ESR8_90,09/11/2018,nan,UU,Unknown,Unknown,nan,53.54317890,10.02553730,SE,nan,nan,City streets,"Mobile inlet, car",Süderstrasse x Amsinckstrasse,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-38.83,0.6844,-0.492053269,266.32,2.64,4,-240.5,11.93701606,0.973317298,371.01,7.94,ODR
ESR8_313,19/10/2019,10:52,UU,Fossil fuel,Fossil fuel,1B2,45.03568000,25.83596400,nan,nan,nan,Oil well,"Mobile inlet, car","ROM4194, C7_04",Băicoi,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-48.68,0.1908,1,756.24,6.9,2,-238.9,5.139960872,1,726.24,7.66,ODR
ESR8_306,17/10/2019,nan,UU,Unknown,Unknown,nan,45.47885807,25.31836271,E,nan,nan,Wide area,"Mobile aircore, aircraft",Brașov,Brașov,Transylvania,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-64.64,2.2672,0.942733302,181.75,4.34,3,-238.9,17.63811101,0.541455557,234.01,8.51,ODR
ESR8_256,09/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.70371000,24.43490000,W,nan,nan,Oil well,"Mobile aircore, car","ROM701, C4_06",Seaca,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-34.77,0.0821,1,3567.291378,28.92,2,-238.6,2.712342084,1,3610.061322,24.33,ODR
ESR9_174,29/08/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.42322000,26.17441000,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Rășinari,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU/RHUL,3,-38.69,0.0092,0.987405531,129.8565388,0.000506404,3,-238.1,0.9623,0.923469806,198.4491753,0.004235902,BSCE Bisector
